"FIPS","Year","Pop"
"16039",1974,20308
"16039",1975,19880
"16039",1976,20957
"16039",1977,21383
"16039",1978,22330
"16039",1979,22295
"16039",1980,21692
"16039",1981,22142
"16041",1969,7369
"16041",1970,7369
"16041",1971,7384
"16041",1972,7356
"16041",1973,7413
"16041",1974,7585
"16041",1975,7936
"16041",1976,8227
"16041",1977,8417
"16041",1978,8637
"16041",1979,8918
"16041",1980,8962
"16041",1981,9214
"16043",1969,8762
"16043",1970,8762
"16043",1971,8955
"16043",1972,9009
"16043",1973,9363
"16043",1974,9626
"16043",1975,9975
"16043",1976,10241
"16043",1977,10552
"16043",1978,10921
"16043",1979,11061
"16043",1980,10871
"16043",1981,11048
"16045",1969,9452
"16045",1970,9452
"16045",1971,9745
"16045",1972,10082
"16045",1973,10170
"16045",1974,10588
"16045",1975,10668
"16045",1976,10907
"16045",1977,11094
"16045",1978,11263
"16045",1979,11748
"16045",1980,11971
"16045",1981,11935
"16047",1969,8746
"16047",1970,8746
"16047",1971,9166
"16047",1972,9403
"16047",1973,9630
"16047",1974,10318
"16047",1975,10858
"16047",1976,11287
"16047",1977,11561
"16047",1978,11600
"16047",1979,11720
"16047",1980,11942
"16047",1981,12157
"16049",1969,12964
"16049",1970,12964
"16049",1971,13264
"16049",1972,12915
"16049",1973,12854
"16049",1974,12897
"16049",1975,13022
"16049",1976,13326
"16049",1977,13566
"16049",1978,14048
"16049",1979,14244
"16049",1980,14806
"16049",1981,14907
"16051",1969,11744
"16051",1970,11744
"16051",1971,11745
"16051",1972,12014
"16051",1973,12161
"16051",1974,12484
"16051",1975,13202
"16051",1976,13619
"16051",1977,14069
"16051",1978,14796
"16051",1979,15236
"16051",1980,15398
"16051",1981,15695
"16053",1969,10377
"16053",1970,10377
"16053",1971,10869
"16053",1972,11476
"16053",1973,11861
"16053",1974,12735
"16053",1975,13576
"16053",1976,13770
"16053",1977,13956
"16053",1978,14160
"16053",1979,14886
"16053",1980,14931
"16053",1981,15225
"16055",1969,35595
"16055",1970,35595
"16055",1971,36644
"16055",1972,39193
"16055",1973,42522
"16055",1974,44601
"16055",1975,47365
"16055",1976,48824
"16055",1977,51565
"16055",1978,55384
"16055",1979,58726
"16055",1980,60037
"16055",1981,60826
"16057",1969,25182
"16057",1970,25182
"16057",1971,26330
"16057",1972,27505
"16057",1973,27537
"16057",1974,27695
"16057",1975,27363
"16057",1976,27580
"16057",1977,27819
"16057",1978,28121
"16057",1979,28261
"16057",1980,28836
"16057",1981,29027
"16059",1969,5607
"16059",1970,5607
"16059",1971,5741
"16059",1972,6097
"16059",1973,6256
"16059",1974,6375
"16059",1975,6425
"16059",1976,6501
"16059",1977,6735
"16059",1978,7024
"16059",1979,7291
"16059",1980,7547
"16059",1981,7859
"16061",1969,3890
"16061",1970,3890
"16061",1971,4016
"16061",1972,4203
"16061",1973,4136
"16061",1974,4271
"16061",1975,4352
"16061",1976,4267
"16061",1977,4222
"16061",1978,4399
"16061",1979,4344
"16061",1980,4120
"16061",1981,4114
"16063",1969,3078
"16063",1970,3078
"16063",1971,3200
"16063",1972,3232
"16063",1973,3187
"16063",1974,3159
"16063",1975,3403
"16063",1976,3454
"16063",1977,3436
"16063",1978,3456
"16063",1979,3402
"16063",1980,3461
"16063",1981,3556
"16065",1969,13579
"16065",1970,13579
"16065",1971,14064
"16065",1972,15432
"16065",1973,15906
"16065",1974,15972
"16065",1975,17261
"16065",1976,17440
"16065",1977,17868
"16065",1978,18601
"16065",1979,19335
"16065",1980,19683
"16065",1981,20357
"16067",1969,15897
"16067",1970,15897
"16067",1971,16550
"16067",1972,17105
"16067",1973,17646
"16067",1974,17990
"16067",1975,18543
"16067",1976,19136
"16067",1977,19547
"16067",1978,20094
"16067",1979,19844
"16067",1980,19802
"16067",1981,20035
"16069",1969,30434
"16069",1970,30434
"16069",1971,30701
"16069",1972,31497
"16069",1973,31502
"16069",1974,31386
"16069",1975,31326
"16069",1976,32007
"16069",1977,32041
"16069",1978,32394
"16069",1979,32573
"16069",1980,33236
"16069",1981,33205
"16071",1969,2861
"16071",1970,2861
"16071",1971,2850
"16071",1972,2976
"16071",1973,2852
"16071",1974,3073
"16071",1975,3119
"16071",1976,3286
"16071",1977,3327
"16071",1978,3363
"16071",1979,3292
"16071",1980,3272
"16071",1981,3326
"16073",1969,6495
"16073",1970,6495
"16073",1971,6807
"16073",1972,7154
"16073",1973,7217
"16073",1974,7537
"16073",1975,7741
"16073",1976,8082
"16073",1977,8119
"16073",1978,8337
"16073",1979,8378
"16073",1980,8362
"16073",1981,8693
"16075",1969,12442
"16075",1970,12442
"16075",1971,12600
"16075",1972,13191
"16075",1973,13636
"16075",1974,14058
"16075",1975,14483
"16075",1976,14954
"16075",1977,15164
"16075",1978,15326
"16075",1979,15461
"16075",1980,15884
"16075",1981,16068
"16077",1969,4855
"16077",1970,4855
"16077",1971,4802
"16077",1972,5014
"16077",1973,5063
"16077",1974,5190
"16077",1975,5715
"16077",1976,5896
"16077",1977,6464
"16077",1978,6731
"16077",1979,6720
"16077",1980,6870
"16077",1981,6949
"16079",1969,19688
"16079",1970,19688
"16079",1971,19566
"16079",1972,19170
"16079",1973,18932
"16079",1974,18962
"16079",1975,20130
"16079",1976,19448
"16079",1977,19358
"16079",1978,18760
"16079",1979,19076
"16079",1980,19265
"16079",1981,19327
"16081",1969,2359
"16081",1970,2359
"16081",1971,2411
"16081",1972,2547
"16081",1973,2468
"16081",1974,2539
"16081",1975,2577
"16081",1976,2722
"16081",1977,2672
"16081",1978,2741
"16081",1979,2778
"16081",1980,2928
"16081",1981,3059
"16083",1969,42219
"16083",1970,42219
"16083",1971,43866
"16083",1972,45265
"16083",1973,46104
"16083",1974,47039
"16083",1975,48490
"16083",1976,48928
"16083",1977,50198
"16083",1978,50411
"16083",1979,51281
"16083",1980,53109
"16083",1981,53544
"16085",1969,3622
"16085",1970,3622
"16085",1971,3718
"16085",1972,3889
"16085",1973,4187
"16085",1974,4508
"16085",1975,4586
"16085",1976,4671
"16085",1977,4923
"16085",1978,5059
"16085",1979,5477
"16085",1980,5659
"16085",1981,5858
"16087",1969,7701
"16087",1970,7701
"16087",1971,7992
"16087",1972,8269
"16087",1973,8158
"16087",1974,8160
"16087",1975,8236
"16087",1976,8498
"16087",1977,8882
"16087",1978,8971
"16087",1979,8833
"16087",1980,8833
"16087",1981,8927
"17001",1969,70797
"17001",1970,70797
"17001",1971,70528
"17001",1972,71909
"17001",1973,72745
"17001",1974,72727
"17001",1975,72329
"17001",1976,71947
"17001",1977,71283
"17001",1978,71640
"17001",1979,71276
"17001",1980,71645
"17001",1981,71324
"17003",1969,12035
"17003",1970,12035
"17003",1971,12173
"17003",1972,12256
"17003",1973,12315
"17003",1974,12082
"17003",1975,12365
"17003",1976,12747
"17003",1977,12624
"17003",1978,12222
"17003",1979,12288
"17003",1980,12277
"17003",1981,12322
"17005",1969,14090
"17005",1970,14090
"17005",1971,14411
"17005",1972,14950
"17005",1973,15264
"17005",1974,15547
"17005",1975,15570
"17005",1976,15836
"17005",1977,15971
"17005",1978,15663
"17005",1979,16227
"17005",1980,16288
"17005",1981,16491
"17007",1969,25481
"17007",1970,25481
"17007",1971,25646
"17007",1972,26393
"17007",1973,27037
"17007",1974,27386
"17007",1975,27411
"17007",1976,27625
"17007",1977,28039
"17007",1978,28685
"17007",1979,29237
"17007",1980,28770
"17007",1981,29183
"17009",1969,5619
"17009",1970,5619
"17009",1971,5775
"17009",1972,5583
"17009",1973,5547
"17009",1974,5555
"17009",1975,5626
"17009",1976,5684
"17009",1977,5648
"17009",1978,5455
"17009",1979,5535
"17009",1980,5449
"17009",1981,5600
"17011",1969,38288
"17011",1970,38288
"17011",1971,37272
"17011",1972,37057
"17011",1973,37803
"17011",1974,37722
"17011",1975,37836
"17011",1976,37887
"17011",1977,38232
"17011",1978,38640
"17011",1979,38536
"17011",1980,39240
"17011",1981,39501
"17013",1969,5648
"17013",1970,5648
"17013",1971,5545
"17013",1972,5628
"17013",1973,5690
"17013",1974,5688
"17013",1975,5782
"17013",1976,5840
"17013",1977,5949
"17013",1978,5731
"17013",1979,5830
"17013",1980,5880
"17013",1981,5927
"17015",1969,19252
"17015",1970,19252
"17015",1971,19125
"17015",1972,19553
"17015",1973,19434
"17015",1974,19308
"17015",1975,19557
"17015",1976,19263
"17015",1977,19256
"17015",1978,19291
"17015",1979,19084
"17015",1980,18822
"17015",1981,18904
"17017",1969,14266
"17017",1970,14266
"17017",1971,14444
"17017",1972,14645
"17017",1973,14618
"17017",1974,14619
"17017",1975,14650
"17017",1976,14944
"17017",1977,15016
"17017",1978,14774
"17017",1979,14527
"17017",1980,15098
"17017",1981,15099
"17019",1969,163488
"17019",1970,163488
"17019",1971,164333
"17019",1972,163696
"17019",1973,167273
"17019",1974,168106
"17019",1975,166325
"17019",1976,169136
"17019",1977,170728
"17019",1978,171467
"17019",1979,168026
"17019",1980,168942
"17019",1981,170538
"17021",1969,36052
"17021",1970,36052
"17021",1971,36476
"17021",1972,37010
"17021",1973,36983
"17021",1974,36618
"17021",1975,36956
"17021",1976,37333
"17021",1977,37292
"17021",1978,37278
"17021",1979,36476
"17021",1980,36549
"17021",1981,36758
"17023",1969,16243
"17023",1970,16243
"17023",1971,16344
"17023",1972,16326
"17023",1973,16150
"17023",1974,16296
"17023",1975,16385
"17023",1976,16253
"17023",1977,16603
"17023",1978,16589
"17023",1979,16559
"17023",1980,16981
"17023",1981,17169
"17025",1969,14752
"17025",1970,14752
"17025",1971,14769
"17025",1972,14934
"17025",1973,14955
"17025",1974,15262
"17025",1975,15258
"17025",1976,15542
"17025",1977,15544
"17025",1978,15181
"17025",1979,15499
"17025",1980,15385
"17025",1981,15714
"17027",1969,28329
"17027",1970,28329
"17027",1971,28361
"17027",1972,29053
"17027",1973,29438
"17027",1974,29649
"17027",1975,29886
"17027",1976,30608
"17027",1977,31099
"17027",1978,31548
"17027",1979,32145
"17027",1980,32863
"17027",1981,33668
"17029",1969,48075
"17029",1970,48075
"17029",1971,49136
"17029",1972,49810
"17029",1973,50355
"17029",1974,49904
"17029",1975,50323
"17029",1976,52269
"17029",1977,52669
"17029",1978,52243
"17029",1979,52824
"17029",1980,52507
"17029",1981,53220
"17031",1969,5499624
"17031",1970,5499624
"17031",1971,5523035
"17031",1972,5505850
"17031",1973,5452143
"17031",1974,5428343
"17031",1975,5398281
"17031",1976,5385704
"17031",1977,5367259
"17031",1978,5340739
"17031",1979,5287137
"17031",1980,5246504
"17031",1981,5220298
"17033",1969,19766
"17033",1970,19766
"17033",1971,19520
"17033",1972,19769
"17033",1973,19829
"17033",1974,19911
"17033",1975,20269
"17033",1976,20581
"17033",1977,20689
"17033",1978,20894
"17033",1979,21007
"17033",1980,20939
"17033",1981,21319
"17035",1969,9756
"17035",1970,9756
"17035",1971,9716
"17035",1972,10138
"17035",1973,10303
"17035",1974,10379
"17035",1975,10566
"17035",1976,10645
"17035",1977,10884
"17035",1978,10956
"17035",1979,10934
"17035",1980,11081
"17035",1981,11108
"17037",1969,71675
"17037",1970,71675
"17037",1971,71746
"17037",1972,72203
"17037",1973,70944
"17037",1974,71382
"17037",1975,72653
"17037",1976,73145
"17037",1977,73708
"17037",1978,72931
"17037",1979,74051
"17037",1980,74756
"17037",1981,74853
"17039",1969,16978
"17039",1970,16978
"17039",1971,17035
"17039",1972,17364
"17039",1973,17587
"17039",1974,17387
"17039",1975,17603
"17039",1976,17696
"17039",1977,17907
"17039",1978,18136
"17039",1979,18096
"17039",1980,18137
"17039",1981,18168
"17041",1969,18985
"17041",1970,18985
"17041",1971,18932
"17041",1972,19204
"17041",1973,19283
"17041",1974,19497
"17041",1975,19823
"17041",1976,20155
"17041",1977,19970
"17041",1978,19852
"17041",1979,19796
"17041",1980,19834
"17041",1981,19952
"17043",1969,491659
"17043",1970,491659
"17043",1971,506448
"17043",1972,518900
"17043",1973,539516
"17043",1974,550408
"17043",1975,567813
"17043",1976,580201
"17043",1977,602870
"17043",1978,621491
"17043",1979,636556
"17043",1980,661534
"17043",1981,669767
"17045",1969,21580
"17045",1970,21580
"17045",1971,21495
"17045",1972,21578
"17045",1973,21590
"17045",1974,21512
"17045",1975,21622
"17045",1976,21687
"17045",1977,21742
"17045",1978,21513
"17045",1979,21779
"17045",1980,21812
"17045",1981,22037
"17047",1969,7083
"17047",1970,7083
"17047",1971,7051
"17047",1972,7188
"17047",1973,7333
"17047",1974,7427
"17047",1975,7582
"17047",1976,7759
"17047",1977,7793
"17047",1978,7775
"17047",1979,7855
"17047",1980,7998
"17047",1981,8113
"17049",1969,24762
"17049",1970,24762
"17049",1971,25355
"17049",1972,26018
"17049",1973,26366
"17049",1974,26844
"17049",1975,28048
"17049",1976,28724
"17049",1977,29469
"17049",1978,29943
"17049",1979,30446
"17049",1980,31113
"17049",1981,31617
"17051",1969,20801
"17051",1970,20801
"17051",1971,20992
"17051",1972,21155
"17051",1973,21136
"17051",1974,21314
"17051",1975,21285
"17051",1976,21508
"17051",1977,21687
"17051",1978,22029
"17051",1979,22044
"17051",1980,22250
"17051",1981,22447
"17053",1969,16222
"17053",1970,16222
"17053",1971,15581
"17053",1972,15254
"17053",1973,15599
"17053",1974,15350
"17053",1975,15317
"17053",1976,15313
"17053",1977,15039
"17053",1978,15194
"17053",1979,15258
"17053",1980,15330
"17053",1981,15506
"17055",1969,38588
"17055",1970,38588
"17055",1971,39639
"17055",1972,39168
"17055",1973,40488
"17055",1974,40706
"17055",1975,41441
"17055",1976,42206
"17055",1977,42605
"17055",1978,42768
"17055",1979,42691
"17055",1980,43424
"17055",1981,44083
"17057",1969,42024
"17057",1970,42024
"17057",1971,42521
"17057",1972,42784
"17057",1973,43001
"17057",1974,43270
"17057",1975,43416
"17057",1976,43636
"17057",1977,43704
"17057",1978,44126
"17057",1979,43582
"17057",1980,43771
"17057",1981,43864
"17059",1969,7470
"17059",1970,7470
"17059",1971,7691
"17059",1972,7641
"17059",1973,7472
"17059",1974,7585
"17059",1975,7659
"17059",1976,7614
"17059",1977,7841
"17059",1978,7629
"17059",1979,7840
"17059",1980,7651
"17059",1981,7851
"17061",1969,16965
"17061",1970,16965
"17061",1971,16769
"17061",1972,17106
"17061",1973,17255
"17061",1974,17144
"17061",1975,17250
"17061",1976,17286
"17061",1977,17290
"17061",1978,16931
"17061",1979,16810
"17061",1980,16715
"17061",1981,16844
"17063",1969,26713
"17063",1970,26713
"17063",1971,27425
"17063",1972,27966
"17063",1973,28066
"17063",1974,27957
"17063",1975,28386
"17063",1976,28809
"17063",1977,29430
"17063",1978,30378
"17063",1979,30455
"17063",1980,30687
"17063",1981,30948
"17065",1969,8670
"17065",1970,8670
"17065",1971,8717
"17065",1972,8705
"17065",1973,8713
"17065",1974,8805
"17065",1975,8797
"17065",1976,8853
"17065",1977,9110
"17065",1978,9222
"17065",1979,9383
"17065",1980,9219
"17065",1981,9353
"17067",1969,23578
"17067",1970,23578
"17067",1971,23241
"17067",1972,22823
"17067",1973,23006
"17067",1974,22812
"17067",1975,22890
"17067",1976,23156
"17067",1977,23378
"17067",1978,23498
"17067",1979,23840
"17067",1980,23970
"17067",1981,24201
"17069",1969,4915
"17069",1970,4915
"17069",1971,4926
"17069",1972,5025
"17069",1973,5120
"17069",1974,5108
"17069",1975,5242
"17069",1976,5322
"17069",1977,5300
"17069",1978,5376
"17069",1979,5525
"17069",1980,5411
"17069",1981,5507
"17071",1969,8457
"17071",1970,8457
"17071",1971,8452
"17071",1972,8438
"17071",1973,8498
"17071",1974,8467
"17071",1975,8571
"17071",1976,8544
"17071",1977,8738
"17071",1978,8868
"17071",1979,9048
"17071",1980,9128
"17071",1981,9146
"17073",1969,53064
"17073",1970,53064
"17073",1971,52425
"17073",1972,52804
"17073",1973,53832
"17073",1974,54796
"17073",1975,56020
"17073",1976,56184
"17073",1977,56762
"17073",1978,57405
"17073",1979,58151
"17073",1980,57961
"17073",1981,57619
"17075",1969,33634
"17075",1970,33634
"17075",1971,34046
"17075",1972,34102
"17075",1973,34482
"17075",1974,34020
"17075",1975,33868
"17075",1976,34073
"17075",1977,33838
"17075",1978,33692
"17075",1979,33350
"17075",1980,33114
"17075",1981,33481
"17077",1969,55284
"17077",1970,55284
"17077",1971,56421
"17077",1972,56839
"17077",1973,54880
"17077",1974,54881
"17077",1975,57357
"17077",1976,60320
"17077",1977,61384
"17077",1978,61003
"17077",1979,61177
"17077",1980,61874
"17077",1981,62526
"17079",1969,10731
"17079",1970,10731
"17079",1971,10704
"17079",1972,10966
"17079",1973,10856
"17079",1974,10984
"17079",1975,11219
"17079",1976,11268
"17079",1977,11396
"17079",1978,11232
"17079",1979,11307
"17079",1980,11357
"17079",1981,11452
"17081",1969,31952
"17081",1970,31952
"17081",1971,32339
"17081",1972,32667
"17081",1973,33202
"17081",1974,32993
"17081",1975,33775
"17081",1976,34472
"17081",1977,35230
"17081",1978,35482
"17081",1979,35881
"17081",1980,36860
"17081",1981,37888
"17083",1969,18658
"17083",1970,18658
"17083",1971,19321
"17083",1972,19464
"17083",1973,19533
"17083",1974,19525
"17083",1975,19690
"17083",1976,19811
"17083",1977,20044
"17083",1978,20074
"17083",1979,20441
"17083",1980,20614
"17083",1981,20802
"17085",1969,21880
"17085",1970,21880
"17085",1971,22311
"17085",1972,22408
"17085",1973,22334
"17085",1974,22313
"17085",1975,22702
"17085",1976,23014
"17085",1977,23286
"17085",1978,23175
"17085",1979,23489
"17085",1980,23601
"17085",1981,23786
"17087",1969,7546
"17087",1970,7546
"17087",1971,7534
"17087",1972,7786
"17087",1973,8254
"17087",1974,8620
"17087",1975,8994
"17087",1976,9197
"17087",1977,9470
"17087",1978,9490
"17087",1979,9936
"17087",1980,9697
"17087",1981,9946
"17089",1969,251916
"17089",1970,251916
"17089",1971,255582
"17089",1972,258484
"17089",1973,261725
"17089",1974,265768
"17089",1975,267616
"17089",1976,269323
"17089",1977,271154
"17089",1978,276180
"17089",1979,277024
"17089",1980,279000
"17089",1981,280141
"17091",1969,97533
"17091",1970,97533
"17091",1971,98664
"17091",1972,99700
"17091",1973,99356
"17091",1974,99793
"17091",1975,99997
"17091",1976,100447
"17091",1977,101619
"17091",1978,103027
"17091",1979,104232
"17091",1980,102918
"17091",1981,102544
"17093",1969,26491
"17093",1970,26491
"17093",1971,26991
"17093",1972,28553
"17093",1973,29845
"17093",1974,30353
"17093",1975,31224
"17093",1976,32106
"17093",1977,33587
"17093",1978,34871
"17093",1979,36591
"17093",1980,37370
"17093",1981,37848
"17095",1969,60874
"17095",1970,60874
"17095",1971,60616
"17095",1972,61018
"17095",1973,61288
"17095",1974,62148
"17095",1975,62256
"17095",1976,62256
"17095",1977,62139
"17095",1978,62020
"17095",1979,61720
"17095",1980,61549
"17095",1981,60972
"17097",1969,383138
"17097",1970,383138
"17097",1971,385155
"17097",1972,391373
"17097",1973,391619
"17097",1974,398884
"17097",1975,408005
"17097",1976,416635
"17097",1977,426530
"17097",1978,433999
"17097",1979,440718
"17097",1980,442608
"17097",1981,449826
"17099",1969,111520
"17099",1970,111520
"17099",1971,111968
"17099",1972,111522
"17099",1973,110904
"17099",1974,110186
"17099",1975,110043
"17099",1976,110263
"17099",1977,110081
"17099",1978,109840
"17099",1979,108801
"17099",1980,111941
"17099",1981,110949
"17101",1969,17598
"17101",1970,17598
"17101",1971,17867
"17101",1972,17842
"17101",1973,17999
"17101",1974,18084
"17101",1975,17901
"17101",1976,18000
"17101",1977,18150
"17101",1978,17852
"17101",1979,17804
"17101",1980,17902
"17101",1981,18191
"17103",1969,37929
"17103",1970,37929
"17103",1971,37883
"17103",1972,37021
"17103",1973,37083
"17103",1974,36706
"17103",1975,36912
"17103",1976,36939
"17103",1977,36841
"17103",1978,37011
"17103",1979,36529
"17103",1980,36432
"17103",1981,36635
"17105",1969,40924
"17105",1970,40924
"17105",1971,41873
"17105",1972,41817
"17105",1973,41445
"17105",1974,41451
"17105",1975,41698
"17105",1976,41491
"17105",1977,41895
"17105",1978,41972
"17105",1979,41534
"17105",1980,41423
"17105",1981,41415
"17107",1969,33568
"17107",1970,33568
"17107",1971,33724
"17107",1972,32827
"17107",1973,32820
"17107",1974,32792
"17107",1975,32892
"17107",1976,33042
"17107",1977,32444
"17107",1978,32628
"17107",1979,31642
"17107",1980,31894
"17107",1981,32104
"17109",1969,36817
"17109",1970,36817
"17109",1971,37462
"17109",1972,40342
"17109",1973,40644
"17109",1974,40595
"17109",1975,39431
"17109",1976,39973
"17109",1977,39669
"17109",1978,38696
"17109",1979,37227
"17109",1980,37730
"17109",1981,38593
"17111",1969,111666
"17111",1970,111666
"17111",1971,112147
"17111",1972,114459
"17111",1973,120057
"17111",1974,122147
"17111",1975,124897
"17111",1976,128284
"17111",1977,133709
"17111",1978,138215
"17111",1979,143572
"17111",1980,148237
"17111",1981,148814
"17113",1969,105089
"17113",1970,105089
"17113",1971,107920
"17113",1972,113029
"17113",1973,114225
"17113",1974,114946
"17113",1975,114043
"17113",1976,115434
"17113",1977,116849
"17113",1978,117539
"17113",1979,118172
"17113",1980,119426
"17113",1981,119963
"17115",1969,125061
"17115",1970,125061
"17115",1971,125282
"17115",1972,125244
"17115",1973,126913
"17115",1974,127755
"17115",1975,129222
"17115",1976,129704
"17115",1977,131364
"17115",1978,132399
"17115",1979,132363
"17115",1980,131253
"17115",1981,130295
"17117",1969,44601
"17117",1970,44601
"17117",1971,44777
"17117",1972,45576
"17117",1973,46248
"17117",1974,46623
"17117",1975,47274
"17117",1976,47597
"17117",1977,48212
"17117",1978,48643
"17117",1979,48508
"17117",1980,49545
"17117",1981,49899
"17119",1969,251516
"17119",1970,251516
"17119",1971,253955
"17119",1972,255074
"17119",1973,253265
"17119",1974,252452
"17119",1975,251275
"17119",1976,250919
"17119",1977,249539
"17119",1978,250606
"17119",1979,251451
"17119",1980,247689
"17119",1981,246707
"17121",1969,39152
"17121",1970,39152
"17121",1971,39839
"17121",1972,40269
"17121",1973,40704
"17121",1974,40581
"17121",1975,40828
"17121",1976,41125
"17121",1977,42100
"17121",1978,42735
"17121",1979,44027
"17121",1980,43771
"17121",1981,44533
"17123",1969,13305
"17123",1970,13305
"17123",1971,13302
"17123",1972,12887
"17123",1973,13327
"17123",1974,13266
"17123",1975,13425
"17123",1976,13625
"17123",1977,13691
"17123",1978,13687
"17123",1979,13900
"17123",1980,14504
"17123",1981,14527
"17125",1969,16284
"17125",1970,16284
"17125",1971,16661
"17125",1972,17245
"17125",1973,17196
"17125",1974,17685
"17125",1975,18304
"17125",1976,19013
"17125",1977,19448
"17125",1978,19771
"17125",1979,19531
"17125",1980,19470
"17125",1981,19286
"17127",1969,13829
"17127",1970,13829
"17127",1971,13582
"17127",1972,13747
"17127",1973,13869
"17127",1974,13809
"17127",1975,14124
"17127",1976,14366
"17127",1977,14588
"17127",1978,14739
"17127",1979,15210
"17127",1980,15044
"17127",1981,15193
"17129",1969,9705
"17129",1970,9705
"17129",1971,9798
"17129",1972,10160
"17129",1973,10334
"17129",1974,10558
"17129",1975,10806
"17129",1976,11065
"17129",1977,11212
"17129",1978,11380
"17129",1979,11265
"17129",1980,11722
"17129",1981,11768
"17131",1969,17289
"17131",1970,17289
"17131",1971,17255
"17131",1972,17262
"17131",1973,17712
"17131",1974,17812
"17131",1975,18165
"17131",1976,18576
"17131",1977,18745
"17131",1978,18968
"17131",1979,19576
"17131",1980,19366
"17131",1981,19584
"17133",1969,18726
"17133",1970,18726
"17133",1971,18335
"17133",1972,18986
"17133",1973,19118
"17133",1974,19223
"17133",1975,19354
"17133",1976,19466
"17133",1977,19539
"17133",1978,19778
"17133",1979,19828
"17133",1980,20211
"17133",1981,20467
"17135",1969,30309
"17135",1970,30309
"17135",1971,30513
"17135",1972,31013
"17135",1973,31087
"17135",1974,31146
"17135",1975,31277
"17135",1976,31561
"17135",1977,32027
"17135",1978,32245
"17135",1979,31823
"17135",1980,31930
"17135",1981,32725
"17137",1969,36383
"17137",1970,36383
"17137",1971,37246
"17137",1972,37282
"17137",1973,37381
"17137",1974,37582
"17137",1975,37281
"17137",1976,37523
"17137",1977,37680
"17137",1978,37824
"17137",1979,37340
"17137",1980,37567
"17137",1981,37626
"17139",1969,13313
"17139",1970,13313
"17139",1971,13553
"17139",1972,13548
"17139",1973,13500
"17139",1974,13511
"17139",1975,13743
"17139",1976,13801
"17139",1977,13955
"17139",1978,13875
"17139",1979,14595
"17139",1980,14577
"17139",1981,14647
"17141",1969,42808
"17141",1970,42808
"17141",1971,42577
"17141",1972,43411
"17141",1973,44047
"17141",1974,44467
"17141",1975,44932
"17141",1976,45128
"17141",1977,45200
"17141",1978,45867
"17141",1979,46253
"17141",1980,46454
"17141",1981,46679
"17143",1969,196001
"17143",1970,196001
"17143",1971,198754
"17143",1972,200200
"17143",1973,200136
"17143",1974,200593
"17143",1975,200538
"17143",1976,201451
"17143",1977,200733
"17143",1978,200666
"17143",1979,200370
"17143",1980,200511
"17143",1981,200005
"17145",1969,19840
"17145",1970,19840
"17145",1971,20158
"17145",1972,20285
"17145",1973,20451
"17145",1974,20507
"17145",1975,20873
"17145",1976,21232
"17145",1977,21410
"17145",1978,21773
"17145",1979,21702
"17145",1980,21811
"17145",1981,22079
"17147",1969,15536
"17147",1970,15536
"17147",1971,15691
"17147",1972,15894
"17147",1973,15969
"17147",1974,15957
"17147",1975,16210
"17147",1976,16401
"17147",1977,16442
"17147",1978,16549
"17147",1979,16455
"17147",1980,16622
"17147",1981,16702
"17149",1969,19197
"17149",1970,19197
"17149",1971,19192
"17149",1972,19511
"17149",1973,19332
"17149",1974,19445
"17149",1975,19557
"17149",1976,19505
"17149",1977,19334
"17149",1978,19128
"17149",1979,18909
"17149",1980,18962
"17149",1981,19120
"17151",1969,3861
"17151",1970,3861
"17151",1971,3909
"17151",1972,4089
"17151",1973,4185
"17151",1974,4243
"17151",1975,4285
"17151",1976,4325
"17151",1977,4399
"17151",1978,4507
"17151",1979,4565
"17151",1980,4422
"17151",1981,4479
"17153",1969,8775
"17153",1970,8775
"17153",1971,8917
"17153",1972,8957
"17153",1973,8928
"17153",1974,8911
"17153",1975,9012
"17153",1976,9327
"17153",1977,9300
"17153",1978,9239
"17153",1979,9327
"17153",1980,8848
"17153",1981,8860
"17155",1969,5005
"17155",1970,5005
"17155",1971,5024
"17155",1972,5248
"17155",1973,5368
"17155",1974,5467
"17155",1975,5589
"17155",1976,5569
"17155",1977,5809
"17155",1978,5787
"17155",1979,6057
"17155",1980,6117
"17155",1981,6195
"17157",1969,31570
"17157",1970,31570
"17157",1971,32373
"17157",1972,31782
"17157",1973,32473
"17157",1974,32524
"17157",1975,33088
"17157",1976,33820
"17157",1977,34526
"17157",1978,34875
"17157",1979,35207
"17157",1980,35705
"17157",1981,35761
"17159",1969,16911
"17159",1970,16911
"17159",1971,17221
"17159",1972,17310
"17159",1973,17499
"17159",1974,17487
"17159",1975,17664
"17159",1976,17744
"17159",1977,17829
"17159",1978,17738
"17159",1979,17973
"17159",1980,17738
"17159",1981,18264
"17161",1969,166709
"17161",1970,166709
"17161",1971,166594
"17161",1972,167263
"17161",1973,166822
"17161",1974,168374
"17161",1975,169097
"17161",1976,169020
"17161",1977,167844
"17161",1978,167229
"17161",1979,166256
"17161",1980,167103
"17161",1981,167786
"17163",1969,284931
"17163",1970,284931
"17163",1971,282279
"17163",1972,284739
"17163",1973,280831
"17163",1974,275865
"17163",1975,274737
"17163",1976,273371
"17163",1977,271194
"17163",1978,271804
"17163",1979,271696
"17163",1980,267471
"17163",1981,267052
"17165",1969,25903
"17165",1970,25903
"17165",1971,26664
"17165",1972,27293
"17165",1973,26662
"17165",1974,26541
"17165",1975,26687
"17165",1976,27159
"17165",1977,27320
"17165",1978,27209
"17165",1979,27436
