"Year","stateabbr","aqcr_num","Pop","Count","fips_state"
1973,"ID",63,243193,23,16
1973,"ID",64,200426,2,16
1973,"IL",65,569387,10,17
1973,"IL",66,658998,15,17
1973,"IL",67,7197146,9,17
1973,"IL",68,22334,1,17
1973,"IL",69,322380,5,17
1973,"IL",70,644830,7,17
1973,"IL",71,211830,6,17
1973,"IL",72,63994,6,17
1973,"IL",73,437338,5,17
1973,"IL",74,473006,21,17
1973,"IL",75,659143,17,17
1973,"IN",67,641826,2,18
1973,"IN",76,560488,8,18
1973,"IN",77,336264,8,18
1973,"IN",78,137087,2,18
1973,"IN",79,35110,2,18
1973,"IN",80,1133572,8,18
1973,"IN",81,511356,9,18
1973,"IN",82,571887,5,18
1973,"IN",83,576541,23,18
1973,"IN",84,825032,25,18
1973,"KS",94,470284,3,20
1973,"KS",95,381868,14,20
1973,"KS",96,273984,16,20
1973,"KS",97,159184,21,20
1973,"KS",98,263716,16,20
1973,"KS",99,559279,10,20
1973,"KS",100,156270,25,20
1973,"KY",72,362944,17,21
1973,"KY",77,184988,7,21
1973,"KY",78,709607,1,21
1973,"KY",79,297581,8,21
1973,"KY",101,465049,21,21
1973,"KY",102,490942,17,21
1973,"KY",103,236612,15,21
1973,"KY",104,272963,14,21
1973,"KY",105,351055,20,21
1973,"LA",19,327419,13,22
1973,"LA",22,538611,12,22
1973,"LA",106,2922654,39,22
1973,"MA",42,656301,3,25
1973,"MA",117,149578,1,25
1973,"MA",118,646850,1,25
1973,"MA",119,3385220,4,25
1973,"MA",120,945887,5,25
1973,"MD",47,1252069,2,24
1973,"MD",112,92096,1,24
1973,"MD",113,214712,3,24
1973,"MD",114,271607,9,24
1973,"MD",115,2148372,6,24
1973,"MD",116,130213,3,24
1973,"ME",107,385005,8,23
1973,"ME",108,94948,1,23
1973,"ME",109,216992,4,23
1973,"ME",110,349487,3,23
1973,"MI",82,277539,3,26
1973,"MI",122,2308442,29,26
1973,"MI",123,4308648,4,26
1973,"MI",124,124306,1,26
1973,"MI",125,1455240,13,26
1973,"MI",126,597657,33,26
1973,"MN",127,275028,9,27
1973,"MN",128,615664,20,27
1973,"MN",129,329383,7,27
1973,"MN",130,47186,1,27
1973,"MN",131,1896732,7,27
1973,"MN",132,418762,25,27
1973,"MN",133,302445,18,27
1973,"MO",70,1792571,5,29
1973,"MO",94,976390,6,29
1973,"MO",137,672866,44,29
1973,"MO",138,479647,24,29
1973,"MO",139,853193,36,29
1973,"MS",5,1289840,37,28
1973,"MS",18,45180,1,28
1973,"MS",134,335979,12,28
1973,"MS",135,678566,32,28
1973,"MT",140,142252,11,30
1973,"MT",141,147528,9,30
1973,"MT",142,176583,12,30
1973,"MT",143,93323,17,30
1973,"MT",144,167818,7,30
1973,"NC",136,1038222,11,37
1973,"NC",165,571362,15,37
1973,"NC",166,982282,16,37
1973,"NC",167,920877,8,37
1973,"NC",168,283141,15,37
1973,"NC",169,616413,11,37
1973,"NC",170,613049,13,37
1973,"NC",171,357050,11,37
1973,"ND",130,79052,1,38
1973,"ND",172,553448,52,38
1973,"NE",85,479810,2,31
1973,"NE",86,14387,1,31
1973,"NE",145,223665,4,31
1973,"NE",146,810737,86,31
1973,"NH",107,34690,1,33
1973,"NH",121,685970,7,33
1973,"NH",149,81172,2,33
1973,"NJ",43,5063835,9,34
1973,"NJ",45,1371083,5,34
1973,"NJ",150,654864,4,34
1973,"NJ",151,245498,3,34
1973,"NM",12,42150,3,35
1973,"NM",14,156741,4,35
1973,"NM",152,397005,2,35
1973,"NM",153,135589,4,35
1973,"NM",154,57654,7,35
1973,"NM",155,207726,7,35
1973,"NM",156,12864,2,35
1973,"NM",157,94618,3,35
1973,"NV",13,319395,1,32
1973,"NV",147,65399,11,32
1973,"NV",148,184152,5,32
1973,"NY",43,11394314,9,36
1973,"NY",158,1222309,9,36
1973,"NY",159,386404,7,36
1973,"NY",160,1123612,9,36
1973,"NY",161,1668232,13,36
1973,"NY",162,1333854,2,36
1973,"NY",163,480257,6,36
1973,"NY",164,585917,7,36
1973,"OH",79,1339956,4,39
1973,"OH",103,217475,5,39
1973,"OH",124,585951,2,39
1973,"OH",173,1051654,6,39
1973,"OH",174,3323730,8,39
1973,"OH",175,500411,9,39
1973,"OH",176,1225533,8,39
1973,"OH",177,611034,15,39
1973,"OH",178,640225,3,39
1973,"OH",179,149897,4,39
1973,"OH",180,294819,5,39
1973,"OH",181,306030,4,39
1973,"OH",182,232541,8,39
1973,"OH",183,288079,7,39
1973,"OK",17,101327,4,40
1973,"OK",22,34961,1,40
1973,"OK",184,845371,9,40
1973,"OK",185,176242,5,40
1973,"OK",186,805632,14,40
1973,"OK",187,124221,13,40
1973,"OK",188,325445,19,40
1973,"OK",189,281213,12,40
1973,"OR",190,152708,8,41
1973,"OR",191,136347,10,41
1973,"OR",192,74307,3,41
1973,"OR",193,1572653,10,41
1973,"OR",194,302970,5,41
1973,"PA",45,3804459,5,42
1973,"PA",151,1848289,15,42
1973,"PA",178,993029,14,42
1973,"PA",195,1065235,16,42
1973,"PA",196,1321867,8,42
1973,"PA",197,2852411,9,42
1973,"RI",120,978018,5,44
1973,"SC",53,225319,6,45
1973,"SC",58,113751,4,45
1973,"SC",167,198457,4,45
1973,"SC",198,164227,4,45
1973,"SC",199,362512,3,45
1973,"SC",200,405843,4,45
1973,"SC",201,277600,6,45
1973,"SC",202,710784,6,45
1973,"SC",203,163246,6,45
1973,"SC",204,153600,3,45
1973,"SD",86,10139,1,46
1973,"SD",87,126898,4,46
1973,"SD",205,120426,6,46
1973,"SD",206,421535,55,46
1973,"TN",7,288797,16,47
1973,"TN",18,734570,1,47
1973,"TN",55,268820,1,47
1973,"TN",207,1225822,27,47
1973,"TN",208,1121617,30,47
1973,"TN",209,499002,20,47
1973,"TX",22,687031,23,48
1973,"TX",106,583920,15,48
1973,"TX",153,418497,6,48
1973,"TX",210,496740,31,48
1973,"TX",211,676571,40,48
1973,"TX",212,1160591,29,48
1973,"TX",213,513493,7,48
1973,"TX",214,571627,18,48
1973,"TX",215,2749449,19,48
1973,"TX",216,2519630,13,48
1973,"TX",217,1224757,24,48
1973,"TX",218,417293,29,48
1973,"UT",14,60309,8,49
1973,"UT",219,180024,16,49
1973,"UT",220,928493,5,49
1973,"VA",47,992258,7,51
1973,"VA",207,381465,16,51
1973,"VA",222,569469,22,51
1973,"VA",223,1121434,13,51
1973,"VA",224,428425,28,51
1973,"VA",225,731087,17,51
1973,"VA",226,682367,28,51
1973,"VT",159,221858,5,50
1973,"VT",221,246689,9,50
1973,"WA",62,432150,8,53
1973,"WA",193,274915,5,53
1973,"WA",227,116105,6,53
1973,"WA",228,412913,10,53
1973,"WA",229,1913224,4,53
1973,"WA",230,328001,6,53
1973,"WI",68,49196,1,55
1973,"WI",73,134602,1,55
1973,"WI",128,529802,16,55
1973,"WI",129,161029,10,55
1973,"WI",237,935567,17,55
1973,"WI",238,346945,11,55
1973,"WI",239,1766881,7,55
1973,"WI",240,594481,9,55
1973,"WV",103,171081,3,54
1973,"WV",113,33643,2,54
1973,"WV",179,147297,5,54
1973,"WV",181,172783,4,54
1973,"WV",231,129829,9,54
1973,"WV",232,148137,12,54
1973,"WV",233,72744,3,54
1973,"WV",234,308368,3,54
1973,"WV",235,266130,6,54
1973,"WV",236,355335,8,54
1973,"WY",241,89585,3,56
1973,"WY",242,107241,4,56
1973,"WY",243,156559,16,56
1973,NA,NA,57898,14,NA
1974,"AK",8,161344,2,2
1974,"AK",9,64440,4,2
1974,"AK",10,26995,5,2
1974,"AK",11,42398,5,2
1974,"AL",1,208769,9,1
1974,"AL",2,475961,11,1
1974,"AL",3,418048,10,1
1974,"AL",4,1093662,14,1
1974,"AL",5,432578,3,1
1974,"AL",6,244761,7,1
1974,"AL",7,753999,13,1
1974,"AR",16,797739,19,5
1974,"AR",17,267746,4,5
1974,"AR",18,49172,1,5
1974,"AR",19,131396,6,5
1974,"AR",20,494791,19,5
1974,"AR",21,229292,19,5
1974,"AR",22,130093,7,5
1974,"AZ",12,108488,3,4
1974,"AZ",13,107978,2,4
1974,"AZ",14,211853,4,4
1974,"AZ",15,1796037,5,4
1974,"CA",23,24163,3,6
1974,"CA",24,10696901,6,6
1974,"CA",25,433573,3,6
1974,"CA",26,245418,6,6
1974,"CA",27,112732,3,6
1974,"CA",28,1247879,13,6
1974,"CA",29,1540668,1,6
1974,"CA",30,4838213,9,6
1974,"CA",31,1826070,12,6
1974,"CA",32,125539,1,6
1974,"CA",33,81528,1,6
1974,"CO",14,41921,5,8
1974,"CO",34,73389,10,8
1974,"CO",35,150668,11,8
1974,"CO",36,1421512,8,8
1974,"CO",37,289931,8,8
1974,"CO",38,496698,10,8
1974,"CO",39,38227,6,8
1974,"CO",40,29078,5,8
1974,"CT",41,563507,4,9
1974,"CT",42,2512283,4,9
1974,"DC",47,720758,1,11
1974,"DE",45,402466,1,10
1974,"DE",46,180683,2,10
1974,"FL",5,553016,10,12
1974,"FL",48,1129680,6,12
1974,"FL",49,1290746,25,12
1974,"FL",50,2977774,8,12
1974,"FL",51,483448,8,12
1974,"FL",52,1882409,10,12
1974,"GA",2,266168,12,13
1974,"GA",49,216817,14,13
1974,"GA",53,297727,12,13
1974,"GA",54,538940,27,13
1974,"GA",55,489242,16,13
1974,"GA",56,1928971,19,13
1974,"GA",57,468359,24,13
1974,"GA",58,286219,8,13
1974,"GA",59,491673,26,13
1974,"HI",60,866560,4,15
1974,"IA",65,88646,2,19
1974,"IA",68,136208,3,19
1974,"IA",69,257211,4,19
1974,"IA",85,86827,1,19
1974,"IA",86,157435,3,19
1974,"IA",87,13223,1,19
1974,"IA",88,494157,12,19
1974,"IA",89,300904,15,19
1974,"IA",90,173069,12,19
1974,"IA",91,233357,10,19
1974,"IA",92,692815,18,19
1974,"IA",93,234090,18,19
1974,"ID",61,218293,14,16
1974,"ID",62,129571,5,16
1974,"ID",63,250493,23,16
1974,"ID",64,209686,2,16
1974,"IL",65,572653,10,17
1974,"IL",66,659433,15,17
1974,"IL",67,7204711,9,17
1974,"IL",68,22313,1,17
1974,"IL",69,324753,5,17
1974,"IL",70,639725,7,17
1974,"IL",71,210618,6,17
1974,"IL",72,63903,6,17
1974,"IL",73,439693,5,17
1974,"IL",74,475002,21,17
1974,"IL",75,660997,17,17
1974,"IN",67,640059,2,18
1974,"IN",76,557569,8,18
1974,"IN",77,336625,8,18
1974,"IN",78,138839,2,18
1974,"IN",79,35373,2,18
1974,"IN",80,1142463,8,18
1974,"IN",81,515783,9,18
1974,"IN",82,572207,5,18
1974,"IN",83,583775,23,18
1974,"IN",84,827262,25,18
1974,"KS",94,469692,3,20
1974,"KS",95,375217,14,20
1974,"KS",96,276992,16,20
1974,"KS",97,158349,21,20
1974,"KS",98,263342,16,20
1974,"KS",99,566848,10,20
1974,"KS",100,157635,25,20
1974,"KY",72,368745,17,21
1974,"KY",77,186594,7,21
1974,"KY",78,711593,1,21
1974,"KY",79,297796,8,21
1974,"KY",101,471749,21,21
1974,"KY",102,503124,17,21
1974,"KY",103,238548,15,21
1974,"KY",104,283190,14,21
1974,"KY",105,355890,20,21
1974,"LA",19,328452,13,22
1974,"LA",22,543493,12,22
1974,"LA",106,2948739,39,22
1974,"MA",42,657052,3,25
1974,"MA",117,149651,1,25
1974,"MA",118,645731,1,25
1974,"MA",119,3357818,4,25
1974,"MA",120,966775,5,25
1974,"MD",47,1253497,2,24
1974,"MD",112,93758,1,24
1974,"MD",113,216112,3,24
1974,"MD",114,275022,9,24
1974,"MD",115,2159508,6,24
1974,"MD",116,135432,3,24
1974,"ME",107,390279,8,23
1974,"ME",108,94182,1,23
1974,"ME",109,219506,4,23
1974,"ME",110,356102,3,23
1974,"MI",82,280248,3,26
1974,"MI",122,2327428,29,26
1974,"MI",123,4288050,4,26
1974,"MI",124,124911,1,26
1974,"MI",125,1480505,13,26
1974,"MI",126,608314,33,26
1974,"MN",127,280935,9,27
1974,"MN",128,613573,20,27
1974,"MN",129,326501,7,27
1974,"MN",130,47278,1,27
1974,"MN",131,1911769,7,27
1974,"MN",132,417119,25,27
1974,"MN",133,301337,18,27
1974,"MO",70,1786417,5,29
1974,"MO",94,972372,6,29
1974,"MO",137,677694,44,29
1974,"MO",138,481269,24,29
1974,"MO",139,867728,36,29
1974,"MS",5,1312863,37,28
1974,"MS",18,47523,1,28
1974,"MS",134,332915,12,28
1974,"MS",135,685159,32,28
1974,"MT",140,145898,11,30
1974,"MT",141,146707,9,30
1974,"MT",142,178607,12,30
1974,"MT",143,94186,17,30
1974,"MT",144,171918,7,30
1974,"NC",136,1045966,11,37
1974,"NC",165,581576,15,37
1974,"NC",166,998920,16,37
1974,"NC",167,929607,8,37
1974,"NC",168,285039,15,37
1974,"NC",169,634228,11,37
1974,"NC",170,623061,13,37
1974,"NC",171,362685,11,37
1974,"ND",130,80242,1,38
1974,"ND",172,554025,52,38
1974,"NE",85,484370,2,31
1974,"NE",86,14543,1,31
1974,"NE",145,227023,4,31
1974,"NE",146,811969,86,31
1974,"NH",107,34715,1,33
1974,"NH",121,700799,7,33
1974,"NH",149,81557,2,33
1974,"NJ",43,5034318,9,34
1974,"NJ",45,1373126,5,34
1974,"NJ",150,676413,4,34
1974,"NJ",151,251373,3,34
1974,"NM",12,43318,3,35
1974,"NM",14,161677,4,35
1974,"NM",152,409308,2,35
1974,"NM",153,138869,4,35
1974,"NM",154,57735,7,35
1974,"NM",155,209343,7,35
1974,"NM",156,13097,2,35
1974,"NM",157,96316,3,35
1974,"NV",13,336925,1,32
1974,"NV",147,66338,11,32
1974,"NV",148,193484,5,32
1974,"NY",43,11284915,9,36
1974,"NY",158,1219204,9,36
1974,"NY",159,386401,7,36
1974,"NY",160,1121493,9,36
1974,"NY",161,1676369,13,36
1974,"NY",162,1318683,2,36
1974,"NY",163,479717,6,36
1974,"NY",164,586108,7,36
1974,"OH",79,1337544,4,39
1974,"OH",103,219323,5,39
1974,"OH",124,586978,2,39
1974,"OH",173,1044054,6,39
1974,"OH",174,3300249,8,39
1974,"OH",175,503185,9,39
1974,"OH",176,1239515,8,39
1974,"OH",177,615738,15,39
1974,"OH",178,647741,3,39
1974,"OH",179,148415,4,39
1974,"OH",180,295028,5,39
1974,"OH",181,304263,4,39
1974,"OH",182,234334,8,39
1974,"OH",183,289382,7,39
1974,"OK",17,105015,4,40
1974,"OK",22,36153,1,40
1974,"OK",184,855097,9,40
1974,"OK",185,178355,5,40
1974,"OK",186,817101,14,40
1974,"OK",187,125840,13,40
1974,"OK",188,330716,19,40
1974,"OK",189,284313,12,40
1974,"OR",190,155733,8,41
1974,"OR",191,138107,10,41
1974,"OR",192,75726,3,41
1974,"OR",193,1600530,10,41
1974,"OR",194,310912,5,41
1974,"PA",45,3781518,5,42
1974,"PA",151,1859282,15,42
1974,"PA",178,994718,14,42
1974,"PA",195,1069125,16,42
1974,"PA",196,1332796,8,42
1974,"PA",197,2826563,9,42
1974,"RI",120,953519,5,44
1974,"SC",53,229783,6,45
1974,"SC",58,112092,4,45
1974,"SC",167,200804,4,45
1974,"SC",198,164516,4,45
1974,"SC",199,377605,3,45
1974,"SC",200,422710,4,45
1974,"SC",201,285237,6,45
1974,"SC",202,727527,6,45
1974,"SC",203,165320,6,45
1974,"SC",204,157518,3,45
1974,"SD",86,10091,1,46
1974,"SD",87,127992,4,46
1974,"SD",205,122108,6,46
1974,"SD",206,419701,55,46
1974,"TN",7,294420,16,47
1974,"TN",18,742115,1,47
1974,"TN",55,270605,1,47
1974,"TN",207,1246324,27,47
1974,"TN",208,1143779,30,47
1974,"TN",209,504546,20,47
1974,"TX",22,699389,23,48
1974,"TX",106,587155,15,48
1974,"TX",153,431923,6,48
1974,"TX",210,502221,31,48
1974,"TX",211,680059,40,48
1974,"TX",212,1188623,29,48
1974,"TX",213,519987,7,48
1974,"TX",214,569084,18,48
1974,"TX",215,2823315,19,48
1974,"TX",216,2599293,13,48
1974,"TX",217,1243133,24,48
1974,"TX",218,424039,29,48
1974,"UT",14,62834,8,49
1974,"UT",219,183851,16,49
1974,"UT",220,952167,5,49
1974,"VA",47,1001499,7,51
1974,"VA",207,386381,16,51
1974,"VA",222,574835,22,51
1974,"VA",223,1139992,13,51
1974,"VA",224,443190,28,51
1974,"VA",225,736608,17,51
1974,"VA",226,695531,28,51
1974,"VT",159,223231,5,50
1974,"VT",221,249917,9,50
1974,"WA",62,439146,8,53
1974,"WA",193,281791,5,53
1974,"WA",227,119191,6,53
1974,"WA",228,426064,10,53
1974,"WA",229,1945928,4,53
1974,"WA",230,335839,6,53
1974,"WI",68,49363,1,55
1974,"WI",73,135984,1,55
1974,"WI",128,533202,16,55
1974,"WI",129,160496,10,55
1974,"WI",237,938818,17,55
1974,"WI",238,349206,11,55
1974,"WI",239,1768577,7,55
1974,"WI",240,602574,9,55
1974,"WV",103,171355,3,54
1974,"WV",113,34207,2,54
1974,"WV",179,148219,5,54
1974,"WV",181,172108,4,54
1974,"WV",231,131346,9,54
1974,"WV",232,148540,12,54
1974,"WV",233,74773,3,54
1974,"WV",234,307874,3,54
1974,"WV",235,268399,6,54
1974,"WV",236,357294,8,54
1974,"WY",241,91311,3,56
1974,"WY",242,110404,4,56
1974,"WY",243,162860,16,56
1974,NA,NA,59830,14,NA
1975,"AK",8,175228,2,2
1975,"AK",9,68450,4,2
1975,"AK",10,28532,5,2
1975,"AK",11,44382,5,2
1975,"AL",1,210539,9,1
1975,"AL",2,481410,11,1
1975,"AL",3,422391,10,1
1975,"AL",4,1108449,14,1
1975,"AL",5,441446,3,1
1975,"AL",6,251617,7,1
1975,"AL",7,764643,13,1
1975,"AR",16,806752,19,5
1975,"AR",17,296246,4,5
1975,"AR",18,49333,1,5
1975,"AR",19,132470,6,5
1975,"AR",20,502964,19,5
1975,"AR",21,237929,19,5
1975,"AR",22,132563,7,5
1975,"AZ",12,108799,3,4
1975,"AZ",13,108828,2,4
1975,"AZ",14,221673,4,4
1975,"AZ",15,1847042,5,4
1975,"CA",23,24819,3,6
1975,"CA",24,10822597,6,6
1975,"CA",25,450530,3,6
1975,"CA",26,247727,6,6
1975,"CA",27,118547,3,6
1975,"CA",28,1278724,13,6
1975,"CA",29,1616904,1,6
1975,"CA",30,4889531,9,6
1975,"CA",31,1877973,12,6
1975,"CA",32,126461,1,6
1975,"CA",33,82998,1,6
1975,"CO",14,44069,5,8
1975,"CO",34,75428,10,8
1975,"CO",35,159524,11,8
1975,"CO",36,1444011,8,8
1975,"CO",37,292104,8,8
1975,"CO",38,500563,10,8
1975,"CO",39,39333,6,8
1975,"CO",40,31211,5,8
1975,"CT",41,567660,4,9
1975,"CT",42,2517085,4,9
1975,"DC",47,710304,1,11
1975,"DE",45,404711,1,10
1975,"DE",46,184026,2,10
1975,"FL",5,572807,10,12
1975,"FL",48,1148652,6,12
1975,"FL",49,1304034,25,12
1975,"FL",50,3080718,8,12
1975,"FL",51,504160,8,12
1975,"FL",52,1931213,10,12
1975,"GA",2,269773,12,13
1975,"GA",49,217674,14,13
1975,"GA",53,304475,12,13
1975,"GA",54,547653,27,13
1975,"GA",55,493131,16,13
1975,"GA",56,1944076,19,13
1975,"GA",57,475341,24,13
1975,"GA",58,298888,8,13
1975,"GA",59,496675,26,13
1975,"HI",60,884406,4,15
1975,"IA",65,88221,2,19
1975,"IA",68,137683,3,19
1975,"IA",69,261762,4,19
1975,"IA",85,86652,1,19
1975,"IA",86,157894,3,19
1975,"IA",87,13118,1,19
1975,"IA",88,497993,12,19
1975,"IA",89,301209,15,19
1975,"IA",90,173064,12,19
1975,"IA",91,233568,10,19
1975,"IA",92,696601,18,19
1975,"IA",93,233717,18,19
1975,"ID",61,225900,14,16
1975,"ID",62,133228,5,16
1975,"ID",63,256751,23,16
1975,"ID",64,216182,2,16
1975,"IL",65,574460,10,17
1975,"IL",66,658747,15,17
1975,"IL",67,7216991,9,17
1975,"IL",68,22702,1,17
1975,"IL",69,327548,5,17
1975,"IL",70,638429,7,17
1975,"IL",71,211070,6,17
1975,"IL",72,65027,6,17
1975,"IL",73,440790,5,17
1975,"IL",74,482584,21,17
1975,"IL",75,668095,17,17
1975,"IN",67,639474,2,18
1975,"IN",76,554646,8,18
1975,"IN",77,337435,8,18
1975,"IN",78,140385,2,18
1975,"IN",79,35908,2,18
1975,"IN",80,1141022,8,18
1975,"IN",81,516253,9,18
1975,"IN",82,571287,5,18
1975,"IN",83,586612,23,18
1975,"IN",84,828133,25,18
1975,"KS",94,470561,3,20
1975,"KS",95,374135,14,20
1975,"KS",96,280282,16,20
1975,"KS",97,160233,21,20
1975,"KS",98,262259,16,20
1975,"KS",99,572005,10,20
1975,"KS",100,159472,25,20
1975,"KY",72,370842,17,21
1975,"KY",77,188193,7,21
1975,"KY",78,708130,1,21
1975,"KY",79,300075,8,21
1975,"KY",101,492734,21,21
1975,"KY",102,509608,17,21
1975,"KY",103,243908,15,21
1975,"KY",104,293942,14,21
1975,"KY",105,361525,20,21
1975,"LA",19,334217,13,22
1975,"LA",22,553149,12,22
1975,"LA",106,2999469,39,22
1975,"MA",42,656523,3,25
1975,"MA",117,148791,1,25
1975,"MA",118,643799,1,25
1975,"MA",119,3332867,4,25
1975,"MA",120,980188,5,25
1975,"MD",47,1260060,2,24
1975,"MD",112,96557,1,24
1975,"MD",113,216921,3,24
1975,"MD",114,279680,9,24
1975,"MD",115,2163660,6,24
1975,"MD",116,140294,3,24
1975,"ME",107,394627,8,23
1975,"ME",108,95137,1,23
1975,"ME",109,222630,4,23
1975,"ME",110,360893,3,23
1975,"MI",82,284147,3,26
1975,"MI",122,2340777,29,26
1975,"MI",123,4256431,4,26
1975,"MI",124,126300,1,26
1975,"MI",125,1482665,13,26
1975,"MI",126,617613,33,26
1975,"MN",127,289267,9,27
1975,"MN",128,617171,20,27
1975,"MN",129,329731,7,27
1975,"MN",130,47276,1,27
1975,"MN",131,1914123,7,27
1975,"MN",132,424059,25,27
1975,"MN",133,304181,18,27
1975,"MO",70,1786237,5,29
1975,"MO",94,963053,6,29
1975,"MO",137,682792,44,29
1975,"MO",138,489206,24,29
1975,"MO",139,874272,36,29
1975,"MS",5,1330067,37,28
1975,"MS",18,48587,1,28
1975,"MS",134,332713,12,28
1975,"MS",135,688344,32,28
1975,"MT",140,149078,11,30
1975,"MT",141,146790,9,30
1975,"MT",142,180823,12,30
1975,"MT",143,96879,17,30
1975,"MT",144,175639,7,30
1975,"NC",136,1052919,11,37
1975,"NC",165,587867,15,37
1975,"NC",166,1007599,16,37
1975,"NC",167,933069,8,37
1975,"NC",168,293283,15,37
1975,"NC",169,643623,11,37
1975,"NC",170,647642,13,37
1975,"NC",171,369033,11,37
1975,"ND",130,81651,1,38
1975,"ND",172,556954,52,38
1975,"NE",85,480781,2,31
1975,"NE",86,15568,1,31
1975,"NE",145,226473,4,31
1975,"NE",146,818831,86,31
1975,"NH",107,35413,1,33
1975,"NH",121,710888,7,33
1975,"NH",149,83737,2,33
1975,"NJ",43,5011662,9,34
1975,"NJ",45,1380892,5,34
1975,"NJ",150,691390,4,34
1975,"NJ",151,257455,3,34
1975,"NM",12,45554,3,35
1975,"NM",14,169528,4,35
1975,"NM",152,417795,2,35
1975,"NM",153,143487,4,35
1975,"NM",154,58077,7,35
1975,"NM",155,214688,7,35
1975,"NM",156,13520,2,35
1975,"NM",157,100094,3,35
1975,"NV",13,351336,1,32
1975,"NV",147,67499,11,32
1975,"NV",148,201042,5,32
1975,"NY",43,11208561,9,36
1975,"NY",158,1222123,9,36
1975,"NY",159,391265,7,36
1975,"NY",160,1130495,9,36
1975,"NY",161,1691300,13,36
1975,"NY",162,1312982,2,36
1975,"NY",163,485786,6,36
1975,"NY",164,589825,7,36
1975,"OH",79,1331903,4,39
1975,"OH",103,221534,5,39
1975,"OH",124,584793,2,39
1975,"OH",173,1042816,6,39
1975,"OH",174,3288543,8,39
1975,"OH",175,510601,9,39
1975,"OH",176,1251323,8,39
1975,"OH",177,620889,15,39
1975,"OH",178,635376,3,39
1975,"OH",179,148402,4,39
1975,"OH",180,298407,5,39
1975,"OH",181,305823,4,39
1975,"OH",182,236971,8,39
1975,"OH",183,293239,7,39
1975,"OK",17,108007,4,40
1975,"OK",22,36961,1,40
1975,"OK",184,861731,9,40
1975,"OK",185,179981,5,40
1975,"OK",186,834187,14,40
1975,"OK",187,127249,13,40
1975,"OK",188,336420,19,40
1975,"OK",189,287422,12,40
1975,"OR",190,161842,8,41
1975,"OR",191,141893,10,41
1975,"OR",192,76673,3,41
1975,"OR",193,1623521,10,41
1975,"OR",194,320717,5,41
1975,"PA",45,3761853,5,42
1975,"PA",151,1872915,15,42
1975,"PA",178,1002565,14,42
1975,"PA",195,1072175,16,42
1975,"PA",196,1362884,8,42
1975,"PA",197,2825492,9,42
1975,"RI",120,946352,5,44
1975,"SC",53,234964,6,45
1975,"SC",58,121935,4,45
1975,"SC",167,201691,4,45
1975,"SC",198,168830,4,45
1975,"SC",199,388942,3,45
1975,"SC",200,427437,4,45
1975,"SC",201,290403,6,45
1975,"SC",202,736775,6,45
1975,"SC",203,166318,6,45
1975,"SC",204,162835,3,45
1975,"SD",86,10269,1,46
1975,"SD",87,129030,4,46
1975,"SD",205,122574,6,46
1975,"SD",206,419616,55,46
1975,"TN",7,300758,16,47
1975,"TN",18,742272,1,47
1975,"TN",55,272618,1,47
1975,"TN",207,1267431,27,47
1975,"TN",208,1167641,30,47
1975,"TN",209,510223,20,47
1975,"TX",22,715822,23,48
1975,"TX",106,596772,15,48
1975,"TX",153,447691,6,48
1975,"TX",210,508673,31,48
1975,"TX",211,690846,40,48
1975,"TX",212,1199825,29,48
1975,"TX",213,553580,7,48
1975,"TX",214,577992,18,48
1975,"TX",215,2874952,19,48
1975,"TX",216,2706323,13,48
1975,"TX",217,1260621,24,48
1975,"TX",218,435220,29,48
1975,"UT",14,65538,8,49
1975,"UT",219,189903,16,49
1975,"UT",220,978549,5,49
1975,"VA",47,1019014,7,51
1975,"VA",207,393756,16,51
1975,"VA",222,585408,22,51
1975,"VA",223,1147275,13,51
1975,"VA",224,456845,28,51
1975,"VA",225,747336,17,51
1975,"VA",226,706565,28,51
1975,"VT",159,226399,5,50
1975,"VT",221,253498,9,50
1975,"WA",62,437518,8,53
1975,"WA",193,291021,5,53
1975,"WA",227,122476,6,53
1975,"WA",228,435268,10,53
1975,"WA",229,1985390,4,53
1975,"WA",230,347255,6,53
1975,"WI",68,49752,1,55
1975,"WI",73,137682,1,55
1975,"WI",128,545998,16,55
1975,"WI",129,164956,10,55
1975,"WI",237,951073,17,55
1975,"WI",238,355689,11,55
1975,"WI",239,1759111,7,55
1975,"WI",240,605399,9,55
1975,"WV",103,172388,3,54
1975,"WV",113,34900,2,54
1975,"WV",179,150472,5,54
1975,"WV",181,173389,4,54
1975,"WV",231,133867,9,54
1975,"WV",232,152254,12,54
1975,"WV",233,76151,3,54
1975,"WV",234,312713,3,54
1975,"WV",235,268720,6,54
1975,"WV",236,365806,8,54
1975,"WY",241,95361,3,56
1975,"WY",242,110515,4,56
1975,"WY",243,174661,16,56
1975,NA,NA,64687,14,NA
1976,"AK",8,186118,2,2
1976,"AK",9,73622,4,2
1976,"AK",10,28744,5,2
1976,"AK",11,45597,5,2
1976,"AL",1,211171,9,1
1976,"AL",2,487544,11,1
1976,"AL",3,432447,10,1
1976,"AL",4,1123688,14,1
1976,"AL",5,452737,3,1
1976,"AL",6,253413,7,1
1976,"AL",7,776038,13,1
1976,"AR",16,818975,19,5
1976,"AR",17,280653,4,5
1976,"AR",18,48748,1,5
1976,"AR",19,133790,6,5
1976,"AR",20,508076,19,5
1976,"AR",21,244985,19,5
1976,"AR",22,133429,7,5
1976,"AZ",12,111764,3,4
1976,"AZ",13,118943,2,4
